id,in_reply_to_status_id,created_at,text
544321318011678720,544319832486064128,Mon Dec 15 02:41:29 +0000 2014,"@AP @FoolishReporter in other news, sky is blue."
544322655084879874,544322461329010689,Mon Dec 15 02:46:48 +0000 2014,@bloghommelibre @AP Possible que ce soit des cellules dormantes qui sont réactivées !...
544323563021664257,544322461329010689,Mon Dec 15 02:50:25 +0000 2014,@eliot_meredith @AP non mais un connard d'illuminé c'est sûr! Pas besoin que ce soit ISIS pour que ce soit une revendication politique
544320468892020736,544306402731507712,Mon Dec 15 02:38:07 +0000 2014,"@CBCAlerts 
13 to 40 hostages?!? 😱
#SydneySiege"
544482722295844864,544306402731507712,Mon Dec 15 13:22:51 +0000 2014,@CBCAlerts  because they gives us idea to create jobs: starting from now everybody well be scaned before get in any coffee shop in CA :-)
544313623448137729,544306402731507712,Mon Dec 15 02:10:55 +0000 2014,"@CBCAlerts pray 🙏, usually it's help allot before everyone will go straight to haven.Flag is comon bulshit about Muhammad etc."
544517911809761281,544517264054423552,Mon Dec 15 15:42:41 +0000 2014,"“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” I would not only like to thank God, but those policemen"
544517442781716481,544517264054423552,Mon Dec 15 15:40:49 +0000 2014,@9NewsSyd good
544517560364830720,544517264054423552,Mon Dec 15 15:41:17 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” 🙏
544517721862725632,544517264054423552,Mon Dec 15 15:41:56 +0000 2014,"“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” 👏👏 good job australia, hope they all are okay"
544517684797267969,544517264054423552,Mon Dec 15 15:41:47 +0000 2014,@9NewsSyd YES
544518038402252800,544517264054423552,Mon Dec 15 15:43:11 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” thank god thank god thank you thank you thank you
544517691906605056,544517264054423552,Mon Dec 15 15:41:49 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” 👏👏👏
544517542233268224,544517264054423552,Mon Dec 15 15:41:13 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News”thank GOD
544518122339049472,544517264054423552,Mon Dec 15 15:43:31 +0000 2014,@9NewsSyd THANKS GOD
544517553427865601,544517264054423552,Mon Dec 15 15:41:16 +0000 2014,"“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” so glad to hear, this was unreal!"
544517577964531712,544517264054423552,Mon Dec 15 15:41:21 +0000 2014,@9NewsSyd Por Fin!
544517659174240256,544517264054423552,Mon Dec 15 15:41:41 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” best news
544518182631768064,544517264054423552,Mon Dec 15 15:43:46 +0000 2014,@9NewsSyd THANK GOODNESS
544517398410166272,544517264054423552,Mon Dec 15 15:40:39 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” thank God 🙌🙏😭
544517506665172992,544517264054423552,Mon Dec 15 15:41:04 +0000 2014,“@9NewsSyd: #BREAKING: Police have confirmed that the #SydneySiege is over. #9News” Thank god... Shoutout to all the police that saved us
544517930629595136,544517877361946624,Mon Dec 15 15:42:45 +0000 2014,@mariowwe619 yeah :/
544517545873530882,544517264054423552,Mon Dec 15 15:41:14 +0000 2014,@9NewsSyd What a relief! Glad everyone is mostly ok!
544296994676965376,544296770420105216,Mon Dec 15 01:04:50 +0000 2014,"@JSchoenberger7 @TheAnonMessage The Shahada is not a ""group."" http://t.co/NtmkHzKMTx Basic googling skills help. Misinfo doesn't."
544292970074087424,544292129972170752,Mon Dec 15 00:48:51 +0000 2014,@TheAnonMessage no.
544292377897488384,544292129972170752,Mon Dec 15 00:46:30 +0000 2014,@TheAnonMessage ISIS flag supposedly put in window.
544296770420105216,544293062776995840,Mon Dec 15 01:03:57 +0000 2014,"@JSchoenberger7 @TheAnonMessage Interesting, because the Guardian says different. http://t.co/mwe9CcLxoE"
544298065260466176,544297777266954240,Mon Dec 15 01:09:05 +0000 2014,@KTH473 @JSchoenberger7 @TheAnonMessage Sure. But to link to ISIS is factually inaccurate and irresponsible.
544295054723268608,544292129972170752,Mon Dec 15 00:57:08 +0000 2014,“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” well this is good
544297777266954240,544296994676965376,Mon Dec 15 01:07:57 +0000 2014,@designnotdrum @JSchoenberger7 @TheAnonMessage Shahada on a black flag is a general Jihad flag that Al Qaeda/Al Nusra etc.. use.
544292316253396993,544292129972170752,Mon Dec 15 00:46:15 +0000 2014,"@TheAnonMessage not Isis, another group"
544293062776995840,544292581950357504,Mon Dec 15 00:49:13 +0000 2014,@designnotdrum @TheAnonMessage Just read some Aussie news report so NOT spreading rumors. Grow up Nick.
544292581950357504,544292377897488384,Mon Dec 15 00:47:18 +0000 2014,@JSchoenberger7 @TheAnonMessage not an Isis flag. Just an Islamic one. Stop spreading false rumors.
544298397034086400,544298065260466176,Mon Dec 15 01:10:25 +0000 2014,@KTH473 @JSchoenberger7 @TheAnonMessage What if it's Lone wolf? Immediately giving credit without fact checking favors them.
544298416571179008,544292581950357504,Mon Dec 15 01:10:29 +0000 2014,"@designnotdrum @JSchoenberger7 @TheAnonMessage Agreed, I have been pointing this out btw ;)"
544292264403820544,544292129972170752,Mon Dec 15 00:46:02 +0000 2014,“@TheAnonMessage: BREAKING ALERT: Preliminary reports indicate perpetrators appear to be members of #ISIS. #SydneySiege” wonderful.
544298830494441473,544298397034086400,Mon Dec 15 01:12:08 +0000 2014,@designnotdrum @JSchoenberger7 @TheAnonMessage Does it actually matter?
544311269533437952,544310642996301825,Mon Dec 15 02:01:34 +0000 2014,@NijatK There is a mental health problem not a gun problem.
544335029149900800,544333302761402369,Mon Dec 15 03:35:58 +0000 2014,@NijatK @Simbad_Reb And I'd gladly have my freedom to protect my family. Thanks.
544313221180833792,544312149846151168,Mon Dec 15 02:09:19 +0000 2014,@NijatK So Australia has banned guns and Violent video games. Looked at what has happened.
544309667099181056,544309275141885952,Mon Dec 15 01:55:12 +0000 2014,@RT_com I pray for the safety of all the hostages and that they are released soon.
544312149846151168,544311269533437952,Mon Dec 15 02:05:04 +0000 2014,"@Simbad_Reb let's not forget those naughty video games, hope that keeps you warm before the next mass shooting"
544311985999867905,544311680893583360,Mon Dec 15 02:04:24 +0000 2014,@DAJSamarasinghe @RT_com CEO said only 10 employees! Must be a lot of customers. It is good chocolate
544342454938243072,544339122463453185,Mon Dec 15 04:05:29 +0000 2014,@Simbad_Reb @VegasRebs that's Britain! I still would prefer their homicide rates to yours
544310817521696769,544309275141885952,Mon Dec 15 01:59:46 +0000 2014,@RT_com dear God!!! 🙏🙏🙏
544309904992108545,544309275141885952,Mon Dec 15 01:56:08 +0000 2014,"Good thing Australia has strict gun laws. ""@RT_com: Approximately 50 hostages may be held captive at #Lindt café http://t.co/1RFsbJWl7h”"
544334599342784512,544333302761402369,Mon Dec 15 03:34:16 +0000 2014,@NijatK @VegasRebs Have fun defending your home with a baseball bat while waiting 30 minutes for the cops to show up.
544309882673844224,544309275141885952,Mon Dec 15 01:56:03 +0000 2014,"@RT_com - ""Approximately 50 hostages"", in the article linked the first few lines says the number is closer to 13."
544336231358664704,544335029149900800,Mon Dec 15 03:40:45 +0000 2014,@VegasRebs @Simbad_Reb statistics say your freedom will be used to shoot your family not protect them.
544309563848003584,544309275141885952,Mon Dec 15 01:54:47 +0000 2014,"@RT_com That's an exaggeration, get your facts right."
544309653266386944,544309275141885952,Mon Dec 15 01:55:08 +0000 2014,@RT_com they're gonna fuck that dude up
544312916410114048,544312149846151168,Mon Dec 15 02:08:06 +0000 2014,@NijatK @Simbad_Reb From: A video game playing gun-owner who has never shot anyone.
544310719965970432,544309275141885952,Mon Dec 15 01:59:23 +0000 2014,@RT_com nah it's 5000 or maybe 500. Or Whatever sounds more alarming
544312720984915968,544312149846151168,Mon Dec 15 02:07:20 +0000 2014,@NijatK @Simbad_Reb Why do we blame everything except for the maniac that does the actual act?
544311849794023424,544309275141885952,Mon Dec 15 02:03:52 +0000 2014,"@RT_com There are not 50 hostages, don't know really know if terrorist or not, stop spreading speculation as Fact. #sydneyseige"
544311680893583360,544309275141885952,Mon Dec 15 02:03:12 +0000 2014,"Via ""@RT_com: Approximately 50 hostages may be held captive at #Lindt café –  http://t.co/Zc86kcYoH3 #sydneysiege http://t.co/WrxP2c3FoC"""
544360294752190464,544342454938243072,Mon Dec 15 05:16:22 +0000 2014,"@NijatK @Simbad_Reb And I prefer my freedoms to yours. Thanks for your concern, though."
544311902755889153,544309275141885952,Mon Dec 15 02:04:05 +0000 2014,@RT_com Oh Oh  mama mia
544309589575864320,544309275141885952,Mon Dec 15 01:54:53 +0000 2014,@RT_com 50 Hostages now😱 😄 😂 😂 😂
544310642996301825,544309904992108545,Mon Dec 15 01:59:04 +0000 2014,@Simbad_Reb why don't you get off Twitter and protect the next pre-school that will get hit by your infinite number of crazed gunmen
544338807038824449,544338052244840448,Mon Dec 15 03:50:59 +0000 2014,@Simbad_Reb @VegasRebs it's worked for us for the last 18yrs hasn't it?
544338052244840448,544335993977847808,Mon Dec 15 03:47:59 +0000 2014,@NijatK @VegasRebs So you don't agree anyone should own a gun but yet when something bad happens you're going to call a cop.. That has a gun
544343843731034114,544311985999867905,Mon Dec 15 04:11:00 +0000 2014,"@JBrockm @DAJSamarasinghe @RT_com 
Stay away from chocolate ;)"
544309574107693056,544309275141885952,Mon Dec 15 01:54:49 +0000 2014,@RT_com I thought it was only 1 from the beginning
544318148162244610,544312720984915968,Mon Dec 15 02:28:54 +0000 2014,@VegasRebs @Simbad_Reb yep blaming the shooter shud prevent d nxt mass shooting...if this goes south (hope not) this is the first in 18yrs!
544335993977847808,544334599342784512,Mon Dec 15 03:39:48 +0000 2014,@Simbad_Reb @VegasRebs have you seen our crime stats? We don't even lock our doors.
544339122463453185,544338807038824449,Mon Dec 15 03:52:14 +0000 2014,"@NijatK @VegasRebs No, it hasn't. http://t.co/l738rb0YBI"
544333302761402369,544331613807849472,Mon Dec 15 03:29:07 +0000 2014,@VegasRebs @Simbad_Reb I'd gladly have our 1 in 18yrs situation to your one in 18wk mass shootings.
544331613807849472,544318148162244610,Mon Dec 15 03:22:24 +0000 2014,@NijatK @Simbad_Reb But how does it happen at all w/ a ban in place? We all know bans completely prevent the banned activity from happening.
544284471919652864,544283765023846400,Mon Dec 15 00:15:05 +0000 2014,@zulubravo @Andrew_Denney @jessradio So just generic islamic terrorists.. that's a relief
544277466639257601,544271362022338560,Sun Dec 14 23:47:14 +0000 2014,"@Andrew_Denney @meganne121 Get the snipers out and exterminate 
@JihadistJoe"
544279546766180352,544279162866122755,Sun Dec 14 23:55:30 +0000 2014,"@Gion_Gion @Andrew_Denney @jessradio cant read arabic it could be anything
More informed people tell me its a shadah flag which is generic"
544283765023846400,544283418314690560,Mon Dec 15 00:12:16 +0000 2014,@Gion_Gion @Andrew_Denney @jessradio almost every media outlet for the first 20 minutes until people remembered how google works
544275986171572224,544271362022338560,Sun Dec 14 23:41:21 +0000 2014,@Andrew_Denney @charlescwcooke but its such a peaceful religion /s
544283418314690560,544280949496619009,Mon Dec 15 00:10:53 +0000 2014,"@zulubravo @Andrew_Denney @jessradio Who typed ""ISIS""? Islamic flag was used in the original tweet."
544276495213268993,544271362022338560,Sun Dec 14 23:43:23 +0000 2014,@Andrew_Denney @PaulSandars I hope everyone gets out safely.
544287546394832897,544277570699919360,Mon Dec 15 00:27:18 +0000 2014,@q81mud54h51ki @_HelpCharity SPAMMER!!!
544280600610603008,544279546766180352,Sun Dec 14 23:59:42 +0000 2014,@zulubravo @Andrew_Denney @jessradio ah I see. The Shahadah having nothing to do with the Koran. Got you.
544284756876472321,544284471919652864,Mon Dec 15 00:16:13 +0000 2014,"@Gion_Gion @Andrew_Denney @jessradio Possibly, yes. And if so, yes would suggest less chance of a larger group."
544278051245551616,544272691260178432,Sun Dec 14 23:49:34 +0000 2014,"@zulubravo @Andrew_Denney @jessradio Yes ""Islamic"" flag. Black a traditional colour of Islam and I presume a Koranic verse also."
544278513264513024,544278051245551616,Sun Dec 14 23:51:24 +0000 2014,"@Gion_Gion @Andrew_Denney @jessradio Green is the traditional colour.
Presumptions are worthless"
544276206728671232,544271362022338560,Sun Dec 14 23:42:14 +0000 2014,@Andrew_Denney @charlescwcooke doing what their man made twisted fairy tale tells them to do. #banislam
544280000124694528,544271362022338560,Sun Dec 14 23:57:18 +0000 2014,@Andrew_Denney @charlescwcooke @instapundit so we still not sure of the motivation for the attack?
544272691260178432,544271362022338560,Sun Dec 14 23:28:16 +0000 2014,"@Andrew_Denney @jessradio ""islamic flag""
#headdesk"
544280949496619009,544280600610603008,Mon Dec 15 00:01:05 +0000 2014,"@Gion_Gion @Andrew_Denney @jessradio shahada flag is a generic flag, not unique to any group. ISIS use a different flag"
544275000039972864,544271362022338560,Sun Dec 14 23:37:26 +0000 2014,"WTF. ""@Andrew_Denney: Black Islamic flag being held up in window of #lindt store in Martin Place- hostages inside. http://t.co/qQYjd7n46k”"
544279162866122755,544278513264513024,Sun Dec 14 23:53:59 +0000 2014,"@zulubravo @Andrew_Denney @jessradio Read the tweet again ""a"" as is green, red .. Are you saying the text is not presumably Koranic?"
544401892596408320,544374511194632192,Mon Dec 15 08:01:40 +0000 2014,@ABC Is he sleeping...?
544389163458785280,544374511194632192,Mon Dec 15 07:11:05 +0000 2014,@ABC No es en #Argentina. Fijate tú que en los países del primer mundo pasan cosas peligrosas! #TomaDeRehenes
544419593427488768,544374511194632192,Mon Dec 15 09:12:00 +0000 2014,@ABC let's see if they can do better than Hpd! Don't kill them all
544375392996302849,544374511194632192,Mon Dec 15 06:16:22 +0000 2014,"@ABC so why is there still no info from escaped hostages as to the number of hostages &amp; ""militants""...?"
544375195612758016,544374511194632192,Mon Dec 15 06:15:35 +0000 2014,@ABC I hope they didn't spill their lattes.
544383497482539008,544374511194632192,Mon Dec 15 06:48:34 +0000 2014,@ABC ok now your story is getting less credible!  Should have known.
544375077622407168,544374511194632192,Mon Dec 15 06:15:07 +0000 2014,“@ABC:UPDATE:Total of 5 people have been able to get out of cafe during hostage situation:http://t.co/r3pgLXytgr http://t.co/4AsTDCqEty”
544397356633161728,544378666847707136,Mon Dec 15 07:43:38 +0000 2014,@behrangA @ABC pretty sure they weren't taken hostage for buying coffee..lol
544398446568820736,544374511194632192,Mon Dec 15 07:47:58 +0000 2014,@ABC
544344866285576193,544343890086469632,Mon Dec 15 04:15:04 +0000 2014,@Mr_Odin @Uber_Sydney Listen up dum-dum.  They ARE paying the drivers more. Reading is a skill.
544347250206310400,544330922288373760,Mon Dec 15 04:24:32 +0000 2014,@beck_sullivan Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm
544346961097138176,544330596198019073,Mon Dec 15 04:23:23 +0000 2014,@harrytuckerr Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm
544349518532079616,544347216282791936,Mon Dec 15 04:33:33 +0000 2014,@Uber_Sydney @mtats Thanks uber! I got everyone here at work now downloading your app :)
544331632086224898,544331338317565953,Mon Dec 15 03:22:28 +0000 2014,"wait, does 'higher rate' mean what @Uber_Sydney is paying drivers? #clarification"
544349014255472640,544347516930514945,Mon Dec 15 04:31:33 +0000 2014,@Uber_Sydney thx.
544343890086469632,544342839111327744,Mon Dec 15 04:11:11 +0000 2014,"@JonnyPut @Uber_Sydney wow, what an asinine remark. They went for a PR scoop and fucked it, now they're scrambling to fix it. Seems smart"
544332423563984897,544332284812218368,Mon Dec 15 03:25:37 +0000 2014,@universe93 but you do Uber for trying to increase drivers. My work here is done your honour.
544341800719106049,544333969970302977,Mon Dec 15 04:02:53 +0000 2014,@MWhalan for sure
544342975044534272,544342076112904193,Mon Dec 15 04:07:33 +0000 2014,"@EnglishEmma This is a ubers drivers forum, not sponsored by uber. Read what it's like in a mature uber market. http://t.co/UZceov397G"
544330596198019073,544329935943237632,Mon Dec 15 03:18:21 +0000 2014,"@Uber_Sydney Trying to get in contact, anyone at the phones?"
544438433410592768,544347216282791936,Mon Dec 15 10:26:52 +0000 2014,@Uber_Sydney Thanks for the free ride home today. I felt very safe and got home efficiently.
544347055754199040,544330821365014529,Mon Dec 15 04:23:46 +0000 2014,@iGottaTravel @mtats Uber is covering the cost of all rides.
544347846363738112,544331790253428738,Mon Dec 15 04:26:54 +0000 2014,@DrYobbo @alfinitum Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm
544347330166530049,544331106581897216,Mon Dec 15 04:24:51 +0000 2014,@el1nor Uber is covering the cost of all rides.
544375845402341377,544372250430803969,Mon Dec 15 06:18:10 +0000 2014,"@RunnaLittle @COMINT_AU Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to do pickups"
544354334348029952,544331790253428738,Mon Dec 15 04:52:41 +0000 2014,"@DrYobbo @alfinitum Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup riders."
544341043764686849,544333288249118720,Mon Dec 15 03:59:52 +0000 2014,"@JonnyPut @Uber_Sydney for the transport service I don't run? Excellent point sir. If they wanted to save money, they should've kept quiet."
544350540717494272,544347250206310400,Mon Dec 15 04:37:37 +0000 2014,@Uber_Sydney Thanks :)
544332086937546752,544331790253428738,Mon Dec 15 03:24:17 +0000 2014,@DrYobbo initial message did imply that riders can cop hike. Much better. @Uber_Sydney
544352643242409984,544339277749182464,Mon Dec 15 04:45:58 +0000 2014,"@ehammonds @harrytuckerr Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup rides"
544347707981041664,544331663241908225,Mon Dec 15 04:26:21 +0000 2014,@GRQconsultants Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm
544331106581897216,544329935943237632,Mon Dec 15 03:20:23 +0000 2014,@Uber_Sydney who's paying then?
544342707242414080,544342076112904193,Mon Dec 15 04:06:29 +0000 2014,@EnglishEmma I see your point. Maybe @TransportforNSW should make transport free from the CBD today.
544340358717382656,544339757195489281,Mon Dec 15 03:57:09 +0000 2014,"@life19082492084 I never called uber PT. Everyone is having a go at Uber but not PT... We own it,we shouldn't have to pay in desperate times"
544337579143737344,544334683090083840,Mon Dec 15 03:46:06 +0000 2014,@life19082492084 @universe93 no idea what you mean?
544330709918183425,544329935943237632,Mon Dec 15 03:18:49 +0000 2014,@Uber_Sydney you really gotta stop the swarm model or at least have someone actually look at WHY an area is swarming.
544348196793630720,544346998975897600,Mon Dec 15 04:28:18 +0000 2014,"@Uber_Sydney brilliant, thanks for the reply. I'll share the link"
544351211403505666,544350806300848129,Mon Dec 15 04:40:17 +0000 2014,@Uber_Sydney @EnglishEmma @universe93 Only after #worldwide backlash. Kinda like getting your hand caught in the cookie jar. #amirite ?
544331611081162753,544331421494423552,Mon Dec 15 03:22:23 +0000 2014,@universe93 is public transport free?
544331338317565953,544329935943237632,Mon Dec 15 03:21:18 +0000 2014,that's better RT @Uber_Sydney: Uber Sydney trips from CBD will be free for riders. Higher rates still in place to encourage drivers
544341977248956417,544330529529548801,Mon Dec 15 04:03:35 +0000 2014,"@NicoleWill100 @Uber_Sydney It is an illegal bloody service. Why don't you thank regular taxi drivers?
Encouraging theft are we?"
544347329416151040,544347055754199040,Mon Dec 15 04:24:51 +0000 2014,@Uber_Sydney What is the wait time for a ride out of the Sydney CBD? @iGottaTravel @mtats
544332284812218368,544331906469203968,Mon Dec 15 03:25:04 +0000 2014,@universe93 so our GOVERNMENT is making money from people trying to get out of a hostage situation but you don't shout and yell at them...
544336306437128192,544331615812345856,Mon Dec 15 03:41:03 +0000 2014,@andrewv @Uber_Sydney the surge rates are to draw the drivers there (uber will pay the cost). No fee to passengers.
544346902439809024,544330406397374465,Mon Dec 15 04:23:09 +0000 2014,@nicholasderoose Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm
544331153994297344,544330807964217345,Mon Dec 15 03:20:34 +0000 2014,@universe93 @Uber_Sydney calm down its one cafe.
544348986484613120,544333288249118720,Mon Dec 15 04:31:26 +0000 2014,"@JonnyPut @Mr_Odin Uber is covering the cost of all rides, Uber is still paying drivers higher fares to encourage them to pickup riders."
544353280265293824,544352643242409984,Mon Dec 15 04:48:30 +0000 2014,"@Uber_Sydney Yes, that's excellent. What is the wait time for a ride out of the Sydney CBD right now? Are rides available right now?"
544364547574726656,544364150319611904,Mon Dec 15 05:33:16 +0000 2014,"@Uber_Sydney @DrYobbo @COMINT_AU @alfinitum Well that's not true. First, you tweeted an explanation about why you were gouging customers."
544345414670249985,544343890086469632,Mon Dec 15 04:17:14 +0000 2014,".@Mr_Odin No, they presumed their customers weren't economic illiterates. They presumed wrong. @JonnyPut @Uber_Sydney @AndrewCrow"
544331421494423552,544331153994297344,Mon Dec 15 03:21:38 +0000 2014,@EnglishEmma it's still raising prices when people are trying to leave the CBD in a crisis. At least they've made rides free now
544331663241908225,544329935943237632,Mon Dec 15 03:22:36 +0000 2014,"@Uber_Sydney reports around the world flooding in of your 400% fare increase in response to a siege situation, smart."
544347516930514945,544331336266579969,Mon Dec 15 04:25:36 +0000 2014,@moneyries Uber is covering the cost of all rides. http://t.co/UIwoom25Bm
544348496728309760,544348100165263360,Mon Dec 15 04:29:29 +0000 2014,@COMINT_AU @Uber_Sydney @DrYobbo at least they're righting a wrong. I'll grant them that.
544346998975897600,544330751991230465,Mon Dec 15 04:23:32 +0000 2014,@Mr_Odin Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/UIwoom25Bm
544425098321874944,544336896256512000,Mon Dec 15 09:33:53 +0000 2014,@andrewv @bmac_ottawa @Uber_Sydney cut the BS they wanted to surge price now back tracking @J_francis613 http://t.co/GzM8JqzBvQ
544343462829494272,544342570151579650,Mon Dec 15 04:09:29 +0000 2014,@EnglishEmma I'm kinda new to (active) twitter but I can see the praises of a knee jerk reaction. It highlights the collective mind issues.
544347456238931968,544347216282791936,Mon Dec 15 04:25:21 +0000 2014,@Uber_Sydney @mtats Thank you!
544337927132569601,544337579143737344,Mon Dec 15 03:47:29 +0000 2014,"@EnglishEmma @universe93 Taxis all offer $30 discount to disabled passengers, #uber doesnt even have disabled taxis to offer. That's true PT"
544348155752370177,544346902439809024,Mon Dec 15 04:28:08 +0000 2014,“@Uber_Sydney: @nicholasderoose Uber trips out of the CBD today are free to help Sydneysiders get home safely. See http://t.co/q8P16Am0QU”
544349254706155520,544348986484613120,Mon Dec 15 04:32:30 +0000 2014,"@Uber_Sydney @Mr_Odin Yeah, I got that. Thank you for your great service."
544347461976727552,544345414670249985,Mon Dec 15 04:25:23 +0000 2014,"@ehammonds @Uber_Sydney still looks like a PR issue to me, look at the backlash. Never assume the customer has same knowledge you do ."
544336079877595136,544331106581897216,Mon Dec 15 03:40:09 +0000 2014,@el1nor @Uber_Sydney Uber is.
544353316998631424,544343890086469632,Mon Dec 15 04:48:39 +0000 2014,@Mr_Odin @JonnyPut surge pricing is automated. When we became aware of the situation we capped surge pricing and made rides free for riders.
544334683090083840,544331611081162753,Mon Dec 15 03:34:36 +0000 2014,.@EnglishEmma @universe93 Every #taxi can take a M40 $30 discount voucher. But then #guber isn't public transport.
544421367945236480,544375845402341377,Mon Dec 15 09:19:03 +0000 2014,@Uber_Sydney @RunnaLittle Yeah...too late
544331790253428738,544331632086224898,Mon Dec 15 03:23:06 +0000 2014,"@alfinitum @Uber_Sydney Yeah I think so. They're getting $100+, riders aren't wearing diff. Good gesture. Poor message transmission"
544334052526784512,544330406397374465,Mon Dec 15 03:32:06 +0000 2014,"@nicholasderoose @Uber_Sydney you're aware that this tweet ...is giving away free rides, right?"
544344771796295680,544342839111327744,Mon Dec 15 04:14:41 +0000 2014,@JonnyPut @Uber_Sydney how about you fuck off back to your corner of the internet where your opinion matters and I'll do the same.
